drug_id,atc_code
DDInter1565,C10BX06
DDInter1565,C09BA05
DDInter1566,L01FG02
DDInter1568,A02BA07
DDInter1568,A02BA02
DDInter157,J01RA07
DDInter157,S01AA26
DDInter157,J01FA10
DDInter1570,C01EB18
DDInter1572,N04BD02
DDInter1573,V03AF07
DDInter1573,M04AX01
DDInter1574,L04AA43
DDInter1575,C01EB21
DDInter1576,L01EX05
DDInter1577,H01CC54
DDInter1577,L02BX04
DDInter1578,J05AB16
DDInter1579,N01AH06
DDInter158,J01DF01
DDInter1580,N05CD14
DDInter1581,A10BD14
DDInter1581,A10BX02
DDInter1582,C02LA51
DDInter1582,C02AA02
DDInter1582,C02LA01
DDInter1582,C02LA71
DDInter1582,C02AA52
DDInter1585,B01AD07
DDInter1586,R03BB08
DDInter1587,J05AP01
DDInter1588,L01EF02
DDInter1589,J04AB04
DDInter1589,A02BD16
DDInter159,J01CR50
DDInter159,J01CA06
DDInter1590,J04AM02
DDInter1590,J04AB02
DDInter1590,J04AM06
DDInter1590,J04AM05
DDInter1590,J04AM07
DDInter1591,S01AA16
DDInter1591,S02AA12
DDInter1591,D06AX15
DDInter1591,A07AA13
DDInter1591,J04AB03
DDInter1592,J04AB05
DDInter1593,A07AA11
DDInter1593,D06AX11
DDInter1594,L04AC04
DDInter1595,J05AR19
DDInter1595,J05AR21
DDInter1595,J05AR08
DDInter1595,J05AG05
DDInter1596,N07XX02
DDInter1597,J05AC02
DDInter1598,N02CD06
DDInter16,A10BB31
DDInter1600,C02KX05
DDInter1601,L01EX19
DDInter1602,L04AC18
DDInter1603,M09AX10
DDInter1604,M05BB07
DDInter1604,M05BB02
DDInter1604,M05BB04
DDInter1604,M05BA07
DDInter1605,N05AX08
DDInter1606,G02CA01
DDInter1607,J05AP53
DDInter1607,J05AR10
DDInter1607,J05AE03
DDInter1607,J05AR23
DDInter1607,J05AR26
DDInter1607,J05AP52
DDInter1608,L01FA01
DDInter1609,B01AF01
DDInter161,J01XX10
DDInter161,D06AX05
DDInter161,R02AB04
DDInter1610,N06DA03
DDInter1611,N02CC04
DDInter1612,M03AC09
DDInter1613,M01AH02
DDInter1614,R03DX07
DDInter1615,A04AD14
DDInter1616,L01XH02
DDInter1617,B02BX04
DDInter1618,M05BX06
DDInter1619,N04BC04
DDInter162,M03BX01
DDInter1620,N01BB09
DDInter1621,A10BD04
DDInter1621,A10BG02
DDInter1621,A10BD03
DDInter1622,C10BX10
DDInter1622,C10BX05
DDInter1622,C10BX07
DDInter1622,C10AA07
DDInter1622,A10BH52
DDInter1622,G01AE10
DDInter1622,C10BX13
DDInter1622,C10BX09
DDInter1622,C10BA09
DDInter1622,C10BX16
DDInter1622,C10BX17
DDInter1622,C10BX14
DDInter1622,C10BA06
DDInter1623,J07BH01
DDInter1624,N04BC09
DDInter1625,J07BD53
DDInter1625,J07BD54
DDInter1625,J07BD52
DDInter1625,J07BJ01
DDInter1625,J07BJ51
DDInter1625,J07BD51
DDInter1626,L01XK03
DDInter1627,N03AF03
DDInter1628,L01EJ01
DDInter1629,L01FX17
DDInter163,J05AX25
DDInter1630,C09DX04
DDInter1631,N04BD03
DDInter1632,R03AK04
DDInter1632,R03AC02
DDInter1632,R03CC02
DDInter1632,R03AK13
DDInter1632,R03AL02
DDInter1635,R03AK06
DDInter1635,R03AK12
DDInter1635,R03AC12
DDInter1636,H05BA01
DDInter1637,N02BA06
DDInter1638,V10BX02
DDInter1639,A16AX07
DDInter164,A07EC04
DDInter1640,J05AE01
DDInter1641,J01AA14
DDInter1641,J01AA20
DDInter1642,L03AA09
DDInter1643,L04AC14
DDInter1644,L04AC19
DDInter1646,A10BD21
DDInter1646,A10BD25
DDInter1646,A10BH03
DDInter1646,A10BD10
DDInter1647,N05CM05
DDInter1647,S01FA02
DDInter1647,A04AD01
DDInter1647,A04AD51
DDInter1649,P01AB07
DDInter1649,J01RA07
DDInter165,L04AA37
DDInter1650,N05CB01
DDInter1650,N05CA06
DDInter1651,V04CK01
DDInter1652,L04AC10
DDInter1653,N04BD01
DDInter1655,D01AE13
DDInter1656,B01AC27
DDInter1657,L01XX66
DDInter1658,L01EX22
DDInter1659,L01EE04
DDInter166,L04AC02
DDInter1660,A10BJ06
DDInter1661,V04CD03
DDInter1661,H01AC04
DDInter1662,N06AB06
DDInter1663,V03AE02
DDInter1664,N01AB08
DDInter1665,A08AA10
DDInter1666,G01AE10
DDInter1666,G04BE03
DDInter1667,G04CA04
DDInter1668,L04AC11
DDInter167,G03XC02
DDInter167,G03CC07
DDInter1673,G01AE10
DDInter1673,J05AP05
DDInter1675,A10BH51
DDInter1675,C10AA01
DDInter1675,C10BX04
DDInter1675,C10BA02
DDInter1675,C10BX01
DDInter1675,C10BA04
DDInter1676,L04AA42
DDInter1677,L03AX17
DDInter1678,S01XA23
DDInter1678,L04AA10
DDInter1679,A10BH51
DDInter1679,A10BD24
DDInter1679,A10BD07
DDInter1679,A10BH01
DDInter1679,A10BD12
DDInter168,D07CC04
DDInter168,R03AL09
DDInter168,R03BA01
DDInter168,D07AC15
DDInter168,R03AK08
DDInter168,R03AK13
DDInter168,R01AD01
DDInter168,A07EA07
DDInter1681,B05XA08
DDInter1682,M01CB01
DDInter1683,B05CB04
DDInter1683,B05XA02
DDInter1684,V03AG01
DDInter1685,B05XA03
DDInter1685,B05CB01
DDInter1685,A12CA01
DDInter1686,B05CB02
DDInter1688,B05XA14
DDInter1690,N01AX11
DDInter1690,N07XX04
DDInter1691,A06AG01
DDInter1691,V03AG05
DDInter1691,A06AD17
DDInter1691,B05XA09
DDInter1693,A06AD13
DDInter1693,A12CA02
DDInter1694,V03AE10
DDInter1695,J05AP08
DDInter1695,J05AP51
DDInter1695,J05AP55
DDInter1695,J05AP56
DDInter1696,G04BD08
DDInter1696,G04CA53
DDInter1697,N06BA14
DDInter1698,H01AC07
DDInter1699,H01AC01
DDInter17,G04BX03
DDInter170,J04AK05
DDInter1700,H01AC02
DDInter1701,L01XJ02
DDInter1702,L01EX02
DDInter1703,B05CX02
DDInter1703,V04CC01
DDInter1703,A06AD18
DDInter1703,A06AG07
DDInter1704,C07AA07
DDInter1704,C07BA07
DDInter1704,C07FX02
DDInter1705,J01MA09
DDInter1706,J01XX04
DDInter1707,C03DA01
DDInter1708,N06AX25
DDInter1709,A14AA02
DDInter171,L01FX15
DDInter1710,J05AF04
DDInter1710,J05AR07
DDInter1711,N03AX17
DDInter1712,B01AD01
DDInter1712,B06AA55
DDInter1713,J04AM01
DDInter1713,J01GA01
DDInter1713,A07AA54
DDInter1713,A07AA04
DDInter1714,L01AD04
DDInter1715,V10BX01
DDInter1716,M03AB01
DDInter1717,A02BX02
DDInter1718,N01AH03
DDInter1719,V03AB35
DDInter172,L04AA28
DDInter1721,J01EE06
DDInter1721,J01EC02
DDInter1721,G01AE10
DDInter1721,J01EE02
DDInter1722,P01BF09
DDInter1722,G01AE10
DDInter1723,J01EB02
DDInter1723,B05CA04
DDInter1723,G01AE10
DDInter1723,S01AB01
DDInter1723,D06BA04
DDInter1724,J04AM08
DDInter1724,J01EE01
DDInter1724,G01AE10
DDInter1724,J01EC01
DDInter1725,G01AE10
DDInter1725,A07EC01
DDInter1726,M04AB02
DDInter1727,J01EB05
DDInter1727,G01AE10
DDInter1727,S01AB02
DDInter1729,M01AB02
DDInter173,L04AA26
DDInter1730,N02CC01
DDInter1730,G01AE10
DDInter1731,L01EX01
DDInter1733,N05CM19
DDInter1734,N06DA01
DDInter1735,D11AH01
DDInter1735,L04AD02
DDInter1736,G04BE08
DDInter1736,C02KX52
DDInter1736,G04CA54
DDInter1737,N07XX08
DDInter1738,L01FX12
DDInter1739,P01BA07
DDInter174,L01XH04
DDInter1741,L01XX67
DDInter1742,L01XK04
DDInter1743,L01XX51
DDInter1744,L02BA01
DDInter1745,G04CA52
DDInter1745,G04CA02
DDInter1745,G01AE10
DDInter1745,G04CA54
DDInter1745,G04CA53
DDInter1746,N02AX06
DDInter1747,N05CH03
DDInter1748,D05AX55
DDInter1748,D05AX05
DDInter1749,D05AX55
DDInter1749,D05AX05
DDInter1750,L01XX72
DDInter1752,J01XX11
DDInter1753,A16AX08
DDInter1754,A06AX06
DDInter1755,J05AP02
DDInter1756,J01XA03
DDInter1757,J05AF11
DDInter1758,J01FA15
DDInter1759,C09DB04
DDInter1759,C09CA07
DDInter1759,C09DA07
DDInter176,C10AX15
DDInter176,C10BA10
DDInter1761,N05CD07
DDInter1762,L01AX03
DDInter1763,L01EG01
DDInter1764,B01AD11
DDInter1765,L01CB02
DDInter1766,L04AA53
DDInter1767,G04CA03
DDInter1768,D01AE15
DDInter1768,D01BA02
DDInter1769,R03CC53
DDInter1769,R03CC03
DDInter1769,R03AC03
DDInter177,C09BA07
DDInter177,C09AA07
DDInter1770,R06AX12
DDInter1771,L04AA31
DDInter1772,H05AA02
DDInter1773,H01AC06
DDInter1775,G03BA03
DDInter1775,G03EA02
DDInter1776,G03BA03
DDInter1776,G03EA02
DDInter1778,N07XX06
DDInter1779,C05AD02
DDInter1779,N01BA03
DDInter1779,D04AB06
DDInter1779,N01BA53
DDInter1779,S01HA03
DDInter178,L01AA09
DDInter1780,C05AD02
DDInter1780,N01BA03
DDInter1780,D04AB06
DDInter1780,N01BA53
DDInter1780,S01HA03
DDInter1781,C05AD02
DDInter1781,N01BA03
DDInter1781,D04AB06
DDInter1781,N01BA53
DDInter1781,S01HA03
DDInter1782,H01AA02
DDInter1783,S02AA08
DDInter1783,A02BD02
DDInter1783,A01AB13
DDInter1783,J01AA07
DDInter1783,S01AA09
DDInter1783,J01AA20
DDInter1783,J01RA08
DDInter1783,S03AA02
DDInter1783,D06AA04
DDInter1783,A02BD08
DDInter1784,S02AA08
DDInter1784,A02BD02
DDInter1784,A01AB13
DDInter1784,J01AA07
DDInter1784,S01AA09
DDInter1784,J01AA20
DDInter1784,J01RA08
DDInter1784,S03AA02
DDInter1784,D06AA04
DDInter1784,A02BD08
DDInter1785,V03AE08
DDInter1789,L04AX02
DDInter179,C03AB01
DDInter179,C03EA13
DDInter179,G01AE10
DDInter179,C03AA01
DDInter1791,R03DA54
DDInter1791,R03DA74
DDInter1791,R03DA20
DDInter1791,R03DA04
DDInter1791,R03DB04
DDInter1792,D01AC06
DDInter1792,P02CA02
DDInter1793,R06AD03
DDInter1795,N01AF03
DDInter1795,N05CB01
DDInter1795,N05CA19
DDInter1796,N05AC02
DDInter1797,L01AC01
DDInter1798,N05AF04
DDInter18,S01EB09
DDInter1800,H01AB01
DDInter1801,N03AG06
DDInter1802,B01AC24
DDInter1803,J01CR50
DDInter1803,J01CA13
DDInter1804,B01AC05
DDInter1805,J01AA20
DDInter1805,J01AA12
DDInter1806,L04AC17
DDInter1808,M05BA05
DDInter1809,C07AA06
DDInter1809,S01ED51
DDInter1809,C07BA06
DDInter1809,C07DA06
DDInter1809,S01ED01
DDInter181,N04AC01
DDInter1810,C07AA06
DDInter1810,S01ED51
DDInter1810,C07BA06
DDInter1810,C07DA06
DDInter1810,S01ED01
DDInter1811,J01RA11
DDInter1811,J01RA13
DDInter1811,A02BD09
DDInter1811,J01XD02
DDInter1811,G01AF20
DDInter1811,P01AB02
DDInter1812,B01AB10
DDInter1813,G01AF20
DDInter1813,D01AC07
DDInter1813,G01AF08
DDInter1814,L01BB03
DDInter1815,R03AL06
DDInter1815,R03BB04
DDInter1815,R03BB54
DDInter1815,R03AL10
DDInter1817,J05AE09
DDInter1818,B01AC17
DDInter1819,L01XX71
DDInter1820,L01EK03
DDInter1821,M03BX02
DDInter1822,S01AA12
DDInter1822,J01GB01
DDInter1823,C01BB03
DDInter1824,L04AC07
DDInter1825,L04AA29
DDInter1826,A10BB05
DDInter1827,M02AX02
DDInter1827,C04AB02
DDInter1828,V04CA01
DDInter1828,A10BB03
DDInter1829,N04BX01
DDInter183,P01CA02
DDInter1830,V03AE01
DDInter1831,M01AB03
DDInter1831,M02AA21
DDInter1832,G04BD07
DDInter1833,C03XA01
DDInter1834,N03AX11
DDInter1835,L01CE01
DDInter1836,C03CA04
DDInter1836,G01AE10
DDInter1837,L02BA02
DDInter1838,V10XA53
DDInter1840,L01CX01
DDInter1841,N02AJ16
DDInter1841,N02AJ13
DDInter1841,N02AJ14
DDInter1841,N02AX02
DDInter1842,L01EE01
DDInter1843,C09AA10
DDInter1843,C09BB10
DDInter1844,B02AA02
DDInter1845,N06AF04
DDInter1846,L01FD01
DDInter1846,L01XY02
DDInter1847,L01FD04
DDInter1848,L01FD03
DDInter1849,S01EE04
DDInter185,R05DB01
DDInter1851,N06AX05
DDInter1852,B01AC21
DDInter1853,L01XF01
DDInter1853,D10AD51
DDInter1853,D10AD01
DDInter1854,L01XF01
DDInter1854,D10AD51
DDInter1854,D10AD01
DDInter1855,D07AB09
DDInter1855,R01AD11
DDInter1855,R03BA06
DDInter1855,D07BB03
DDInter1855,A01AC01
DDInter1855,H02AB08
DDInter1855,D07CB01
DDInter1855,S01BA05
DDInter1855,D07XB02
DDInter1855,S02CA04
DDInter1855,C05AA12
DDInter1856,D07AB09
DDInter1856,R01AD11
DDInter1856,R03BA06
DDInter1856,D07BB03
DDInter1856,A01AC01
DDInter1856,H02AB08
DDInter1856,D07CB01
DDInter1856,S01BA05
DDInter1856,D07XB02
DDInter1856,S02CA04
DDInter1856,C05AA12
DDInter1857,D07AB09
DDInter1857,R01AD11
DDInter1857,R03BA06
DDInter1857,D07BB03
DDInter1857,A01AC01
DDInter1857,H02AB08
DDInter1857,D07CB01
DDInter1857,S01BA05
DDInter1857,D07XB02
DDInter1857,S02CA04
DDInter1857,C05AA12
DDInter1858,D07AB09
DDInter1858,R01AD11
DDInter1858,R03BA06
DDInter1858,D07BB03
DDInter1858,A01AC01
DDInter1858,H02AB08
DDInter1858,D07CB01
DDInter1858,S01BA05
DDInter1858,D07XB02
DDInter1858,S02CA04
DDInter1858,C05AA12
DDInter1859,C03DB02
DDInter1860,N05CD05
DDInter1861,G01AE10
DDInter1861,C03AA06
DDInter1861,C03EA02
DDInter1861,C03AB06
DDInter1863,P02BX04
DDInter1864,A16AX12
DDInter1866,N05AB06
DDInter1867,N05AA05
DDInter1868,L01BC59
DDInter1868,S01AD02
DDInter1869,A16AX17
DDInter1870,N04AA01
DDInter1871,N03AC02
DDInter1872,C02BA01
DDInter1873,R06AA10
DDInter1874,J01EE03
DDInter1874,J01EA01
DDInter1874,J04AM08
DDInter1874,J01EE01
DDInter1874,J01EE04
DDInter1874,J01EE02
DDInter1874,J01EE05
DDInter1874,J01EE07
DDInter1875,P01AX07
DDInter1876,N06AA06
DDInter1877,D05BA01
DDInter1877,D05AD01
DDInter1878,R06AC04
DDInter1878,D04AA04
DDInter1879,R06AX07
DDInter188,G01AE10
DDInter1880,L02AE04
DDInter1881,A10BG01
DDInter1882,J01FA08
DDInter1883,B05XX02
DDInter1883,B05BB03
DDInter1884,S01FA06
DDInter1884,S01FA56
DDInter1885,S01FA06
DDInter1885,S01FA56
DDInter1886,A03DA06
DDInter1886,G04BD09
DDInter1887,J01MA13
DDInter1888,N06AX02
DDInter189,J01CR50
DDInter189,J01CE01
DDInter189,S01AA14
DDInter189,J01CE08
DDInter1890,M03AA02
DDInter1891,L01EH03
DDInter1895,V08AC09
DDInter1896,N02CD04
DDInter1897,G03AD02
DDInter1897,G03XB02
DDInter1898,G03AD02
DDInter1898,G03XB02
DDInter1899,R03AL08
DDInter1899,R03AL03
DDInter1899,R03BB07
DDInter19,R05CB01
DDInter19,S01XA08
DDInter19,V03AB23
DDInter190,J01CR50
DDInter190,J01CE01
DDInter190,S01AA14
DDInter190,J01CE08
DDInter1901,L04AA44
DDInter1902,L01AD08
DDInter1903,D02AE01
DDInter1903,B05BC02
DDInter1903,D02AE51
DDInter1904,G03GA04
DDInter1905,B01AD04
DDInter1906,A05AA02
DDInter1907,L04AC05
DDInter1908,J05AB11
DDInter1909,N07XX13
DDInter191,J01CR50
DDInter191,J01CE01
DDInter191,S01AA14
DDInter191,J01CE08
DDInter1910,M01AH03
DDInter1911,N05CM09
DDInter1912,J05AB14
DDInter1913,N03AG01
DDInter1914,L01DB09
DDInter1915,C09DX05
DDInter1915,C10BX10
DDInter1915,C09DA03
DDInter1915,C09CA03
DDInter1915,C09DX02
DDInter1915,C09DX01
DDInter1915,C09DB08
DDInter1915,C09DB01
DDInter1915,C09DX04
DDInter1916,J01XA01
DDInter1916,A07AA09
DDInter1916,S01AA28
DDInter1917,L01EX04
DDInter1918,G04BE09
DDInter1919,N07BA03
DDInter192,C08EA02
DDInter1922,M03AC03
DDInter1923,L04AA33
DDInter1924,J05AP55
DDInter1924,J05AP56
DDInter1925,G01AE10
DDInter1925,L01EC01
DDInter1926,L01XX52
DDInter1927,N06AX16
DDInter1928,C09BB10
DDInter1928,C08DA51
DDInter1928,C08DA01
DDInter1929,S01LA01
DDInter193,B06AC06
DDInter1933,N03AG04
DDInter1934,R03AL08
DDInter1934,R03AK10
DDInter1934,R03AL03
DDInter1935,N06AX24
DDInter1936,L01CA01
DDInter1937,L01CA02
DDInter1938,L01CA02
DDInter1939,L01CA04
DDInter194,A11CA02
DDInter194,D02BB01
DDInter1940,L01XJ01
DDInter1941,S01XA02
DDInter1941,V04CB01
DDInter1941,D10AD02
DDInter1941,R01AX02
DDInter1941,A11CA01
DDInter1945,B01AC26
DDInter1946,J02AC03
DDInter1947,L01XH01
DDInter1948,N06AX26
DDInter1949,B06AX03
DDInter195,R01AD06
DDInter195,D07BC01
DDInter195,S01BA06
DDInter195,S01BB04
DDInter195,S01CB04
DDInter195,H02AB01
DDInter195,C05AA05
DDInter195,S03CA06
DDInter195,D07XC01
DDInter195,D07AC01
DDInter195,A07EA04
DDInter195,S02BA07
DDInter195,R03BA04
DDInter195,S03BA03
DDInter195,S01CA05
DDInter195,D07CC01
DDInter1950,J05AP56
DDInter1951,B01AA03
DDInter1954,G04BE04
DDInter1955,R03DC01
DDInter1956,J05AF03
DDInter1957,N05CF03
DDInter1958,J05AH01
DDInter1959,L01EL03
DDInter196,R01AD06
DDInter196,D07BC01
DDInter196,S01BA06
DDInter196,S01BB04
DDInter196,S01CB04
DDInter196,H02AB01
DDInter196,C05AA05
DDInter196,S03CA06
DDInter196,D07XC01
DDInter196,D07AC01
DDInter196,A07EA04
DDInter196,S02BA07
DDInter196,R03BA04
DDInter196,S03BA03
DDInter196,S01CA05
DDInter196,D07CC01
DDInter1960,N02BG08
DDInter1961,J05AR04
DDInter1961,J05AF01
DDInter1961,J05AR05
DDInter1961,J05AR01
DDInter1963,C05AX04
DDInter1963,A16AX05
DDInter1964,C05AX04
DDInter1964,B05XA12
DDInter1965,C05AX04
DDInter1965,A12CB02
DDInter1966,C05AX04
DDInter1966,A12CB01
DDInter1966,B05XA18
DDInter1967,N05AE04
DDInter1968,M05BB08
DDInter1968,M05BA08
DDInter1969,N02CC03
DDInter197,S01ED02
DDInter197,C07AB05
DDInter197,S01ED52
DDInter1970,N05CF02
DDInter1971,N03AX15
DDInter1971,G01AE10
DDInter1972,N05CF01
DDInter198,S01ED02
DDInter198,C07AB05
DDInter198,S01ED52
DDInter199,N07AB02
DDInter2,H05AA04
DDInter20,B01AC06
DDInter20,C07FX04
DDInter20,C10BX04
DDInter20,M01BA03
DDInter20,N02BA71
DDInter20,C10BX02
DDInter20,B01AC56
DDInter20,N02AJ07
DDInter20,N02AJ02
DDInter20,N02BA01
DDInter20,C10BX05
DDInter20,N02BA51
DDInter20,A01AD05
DDInter20,C10BX01
DDInter20,C07FX03
DDInter20,N02AJ18
DDInter20,C10BX12
DDInter20,C10BX08
DDInter20,C10BX06
DDInter20,C07FX02
DDInter200,B01AF04
DDInter201,L01FG01
DDInter201,S01LA08
DDInter202,L01XF03
DDInter203,L01XF03
DDInter204,L02BB03
DDInter204,L02AE51
DDInter205,J05AR20
DDInter207,S01EE03
DDInter21,D05BB02
DDInter210,L01EE03
DDInter211,N04AA02
DDInter212,A06AB52
DDInter212,A06AB02
DDInter212,A06AG02
DDInter213,A02BD08
DDInter213,A02BX05
DDInter216,C07FX04
DDInter216,C07BB07
DDInter216,C07AB07
DDInter216,C09BX05
DDInter216,C09BX02
DDInter216,C09BX04
DDInter216,C07FB07
DDInter217,B01AE06
DDInter219,L01DC01
DDInter22,R03BB05
DDInter22,R03AL05
DDInter220,L01FX07
DDInter221,J05AP03
DDInter222,L01XG01
DDInter223,G01AE10
DDInter223,C02KX01
DDInter224,L01EA04
DDInter225,M03AX01
DDInter227,G02CX05
DDInter228,L01FX05
DDInter229,C01BD02
DDInter23,R06AX18
DDInter231,N05AX16
DDInter233,L01ED04
DDInter234,D11AX21
DDInter234,S01GA07
DDInter234,S01EA05
DDInter235,D11AX21
DDInter235,S01GA07
DDInter235,S01EA05
DDInter236,D11AX21
DDInter236,S01GA07
DDInter236,S01EA05
DDInter237,S01EC54
DDInter237,S01EC04
DDInter237,G01AE10
DDInter238,S01EC54
DDInter238,S01EC04
DDInter238,G01AE10
DDInter239,N03AX23
DDInter24,A07BA51
DDInter24,A07BA01
DDInter240,L04AC12
DDInter241,S01BC11
DDInter242,S01BC11
DDInter243,N04BC01
DDInter243,G02CB01
DDInter244,R03DA20
DDInter245,R06AB51
DDInter245,R06AB01
DDInter246,R03AL11
DDInter246,D07AC09
DDInter246,R01AD05
DDInter246,R03AK07
DDInter246,A07EA06
DDInter246,R03BA02
DDInter246,R03AK12
DDInter247,R03AL11
DDInter247,D07AC09
DDInter247,R01AD05
DDInter247,R03AK07
DDInter247,A07EA06
DDInter247,R03BA02
DDInter247,R03AK12
DDInter248,G01AE10
DDInter248,C03CB02
DDInter248,C03EB02
DDInter248,C03CA02
DDInter249,N01BB01
DDInter249,N01BB59
DDInter249,N01BB51
DDInter25,J05AB01
DDInter25,D06BB03
DDInter25,S01AD03
DDInter25,D06BB53
DDInter250,N01BB01
DDInter250,N01BB59
DDInter250,N01BB51
DDInter251,N07BC01
DDInter251,N07BC51
DDInter251,N02AE01
DDInter252,A08AA62
DDInter252,N06AX12
DDInter253,M05BX05
DDInter254,N05BE01
DDInter255,L01AB01
DDInter256,N05CB01
DDInter257,N05CB01
DDInter258,N02AF01
DDInter259,L01CD04
DDInter26,J05AB01
DDInter26,D06BB03
DDInter26,S01AD03
DDInter26,D06BB53
DDInter260,N04BC06
DDInter260,G02CB03
DDInter261,J05AJ04
DDInter262,L01EX07
DDInter263,D11AX26
DDInter263,R03DA20
DDInter263,V04CG30
DDInter263,N06BC01
DDInter265,A11CC06
DDInter265,H05BX05
DDInter266,D05AX52
DDInter266,D05AX02
DDInter267,D05AX52
DDInter267,D05AX02
DDInter268,D05AX03
DDInter268,A11CC04
DDInter269,D05AX03
DDInter269,A11CC04
DDInter27,L04AB04
DDInter270,V03AE04
DDInter270,A11GB01
DDInter270,V03AE07
DDInter271,A02AC01
DDInter271,A12AA04
DDInter271,A11GB01
DDInter272,A12AA07
DDInter272,A11GB01
DDInter272,G04BA03
DDInter272,B05XA07
DDInter273,A12AA13
DDInter273,A11GB01
DDInter274,A12AA02
DDInter275,A12AA10
DDInter276,A12AA03
DDInter276,D11AX03
DDInter278,A12AA05
DDInter279,A12AA01
DDInter279,A11GB01
DDInter28,D10AD03
DDInter28,D10AD53
DDInter280,A10BD16
DDInter280,A10BK02
DDInter281,L04AC08
DDInter283,B01AC25
DDInter284,N03AX24
DDInter285,L01BC06
DDInter286,B01AX07
DDInter287,L01EX17
DDInter288,J04AB30
DDInter289,V09IB04
DDInter29,D10AD03
DDInter29,D10AD53
DDInter292,C09AA01
DDInter292,C09BA01
DDInter293,N03AF01
DDInter295,J01CR50
DDInter295,J01CA03
DDInter297,R06AA08
DDInter298,L01XA02
DDInter299,L01XG02
DDInter30,J05AF08
DDInter300,N05AX15
DDInter301,M03BA02
DDInter301,M03BA72
DDInter301,M03BA52
DDInter302,L01AD01
DDInter303,S01ED55
DDInter303,S01ED05
DDInter303,C07AA15
DDInter304,S01ED55
DDInter304,S01ED05
DDInter304,C07AA15
DDInter305,C07AG02
DDInter305,C07FX06
DDInter306,J02AX04
DDInter307,A06AB05
DDInter309,J01DC04
DDInter31,C01EB10
DDInter310,J01DB05
DDInter311,J01DB03
DDInter312,J01DC03
DDInter313,J01DB08
DDInter314,J01DB04
DDInter315,J01DD15
DDInter316,J01DD16
DDInter317,J01DE01
DDInter317,J01RA06
DDInter318,J01DI04
DDInter319,J01DD08
DDInter319,J01RA15
DDInter32,L01EB03
DDInter320,J01DC09
DDInter321,J01DC06
DDInter322,J01DD12
DDInter323,J01DD01
DDInter324,J01DC05
DDInter325,J01DC01
DDInter326,J01DD13
DDInter327,J01DC10
DDInter328,J01DB09
DDInter329,J01DI02
DDInter33,S01LA05
DDInter33,L01XX44
DDInter330,J01DD02
DDInter331,J01DD14
DDInter332,J01DD07
DDInter334,J01DD04
DDInter334,J01DD54
DDInter335,S01AA27
DDInter335,J01DC02
DDInter335,J01RA03
DDInter336,N02AJ16
DDInter336,M01AH01
DDInter336,G01AE10
DDInter336,L01XX33
DDInter336,C08CA51
DDInter337,L01FF06
DDInter338,N03AX25
DDInter339,J01DB01
DDInter34,A16AB04
DDInter340,L01ED02
DDInter341,C10AA06
DDInter342,L04AB05
DDInter343,S01GX12
DDInter343,R06AE07
DDInter344,L01FE01
DDInter346,N07AX03
DDInter348,A05AA01
DDInter349,N05CC01
DDInter35,P02CA03
DDInter350,L01AA02
DDInter351,D06AX02
DDInter351,S02AA01
DDInter351,D10AF03
DDInter351,S01AA01
DDInter351,G01AA05
DDInter351,J01BA01
DDInter351,S03AA08
DDInter352,D06AX02
DDInter352,S02AA01
DDInter352,D10AF03
DDInter352,S01AA01
DDInter352,G01AA05
DDInter352,J01BA01
DDInter352,S03AA08
DDInter353,D06AX02
DDInter353,S02AA01
DDInter353,D10AF03
DDInter353,S01AA01
DDInter353,G01AA05
DDInter353,J01BA01
DDInter353,S03AA08
DDInter354,R06AE04
DDInter355,N05BA02
DDInter356,R02AA05
DDInter356,S03AA04
DDInter356,D08AC52
DDInter356,D08AC02
DDInter356,S01AX09
DDInter356,D09AA12
DDInter356,B05CA02
DDInter356,A01AB03
DDInter356,S02AA09
DDInter357,M03BB02
DDInter357,M03BB72
DDInter357,M03BB52
DDInter358,N01BA04
DDInter359,P01BB52
DDInter359,P01BA01
DDInter36,A10BJ04
DDInter360,C03AB04
DDInter360,G01AE10
DDInter360,C03AA04
DDInter360,C03AH01
DDInter361,D01AE07
DDInter362,R06AB54
DDInter362,R06AB04
DDInter363,N05AA01
DDInter364,A10BB02
DDInter365,G01AE10
DDInter365,C03EA06
DDInter365,C03BB04
DDInter365,C03BA04
DDInter366,M03BB03
DDInter366,M03BB53
DDInter366,M03BB73
DDInter367,M05BB09
DDInter367,M05BX53
DDInter367,M05BB07
DDInter367,M05BB08
DDInter367,A11CC55
DDInter367,M05BB05
DDInter367,A11CC05
DDInter367,M05BB03
DDInter367,M05BB04
DDInter368,C10AC01
DDInter369,A05AA03
DDInter370,N02BA03
DDInter371,M01AX25
DDInter372,G03GA01
DDInter375,R03BA08
DDInter375,R01AD13
DDInter376,R03BA08
DDInter376,R01AD13
DDInter377,D01AE14
DDInter377,G01AX12
DDInter378,J05AB12
DDInter379,B01AC23
DDInter38,L03AC01
DDInter380,A02BA51
DDInter380,A02BA01
DDInter381,H05BX01
DDInter383,J01MB06
DDInter384,J01RA11
DDInter384,S03AA07
DDInter384,J01MA02
DDInter384,S02AA15
DDInter384,J01RA10
DDInter384,J01RA12
DDInter384,S01AE03
DDInter385,A03FA02
DDInter386,M03AC11
DDInter387,L01XA01
DDInter388,N06AB04
DDInter39,L01ED03
DDInter390,A09AB04
DDInter392,L04AA40
DDInter392,L01BB04
DDInter393,A02BD12
